escena_numero;escena_locacion;momento;intencion_dramatica;ritmo;plano_numero;tipo_plano;descripcion_plano;accion_principal;camara_movimiento;sonido_transicion;elementos_necesarios;notas_produccion
69;INT. PLANO ASTRAL;DÍA;Instalar la tradición oral, el humor de Uky y la profecía que tensiona todo el relato.;Ritmo contenido: planos más largos, pausas, respiración y foco en mirada/reacción.;69.01;Plano narrativo;"Plano inmersivo de espacio sin horizonte; hilos de luz y memoria rodean a los personajes.";"Plano inmersivo de espacio sin horizonte; hilos de luz y memoria rodean a los personajes.";Cámara funcional al eje dramático;"Fuego presente como pulso: crepita, sube o se apaga según tensión. Viento como voz espiritual y guía; usarlo para transiciones. Diseño sonoro lunar: drones, agua, notas cristalinas y presión grave. Diseño solar: resonancias cálidas, bronce/percusión baja, brillo creciente.";"Fogata/fuego FX; Luna/luz plateada; Sol/luz cálida; Viento FX; Plano astral FX";"Previsualizar en storyboard/animatic; ajustar duración según acting y montaje."
69;INT. PLANO ASTRAL;DÍA;Instalar la tradición oral, el humor de Uky y la profecía que tensiona todo el relato.;Ritmo contenido: planos más largos, pausas, respiración y foco en mirada/reacción.;69.02;Travelling;Travelling lento entre ancestros como pasillo ceremonial.;Travelling lento entre ancestros como pasillo ceremonial.;Travelling;"Fuego presente como pulso: crepita, sube o se apaga según tensión. Viento como voz espiritual y guía; usarlo para transiciones. Diseño sonoro lunar: drones, agua, notas cristalinas y presión grave. Diseño solar: resonancias cálidas, bronce/percusión baja, brillo creciente.";"Fogata/fuego FX; Luna/luz plateada; Sol/luz cálida; Viento FX; Plano astral FX";"Previsualizar en storyboard/animatic; ajustar duración según acting y montaje."
69;INT. PLANO ASTRAL;DÍA;Instalar la tradición oral, el humor de Uky y la profecía que tensiona todo el relato.;Ritmo contenido: planos más largos, pausas, respiración y foco en mirada/reacción.;69.03;Plano narrativo;Escala extrema: Uky pequeño frente a Kotaix/Temaukel, sin perder lectura emocional.;Uky pequeño frente a Kotaix/Temaukel, sin perder lectura emocional.;Cámara funcional al eje dramático;"Fuego presente como pulso: crepita, sube o se apaga según tensión. Viento como voz espiritual y guía; usarlo para transiciones. Diseño sonoro lunar: drones, agua, notas cristalinas y presión grave. Diseño solar: resonancias cálidas, bronce/percusión baja, brillo creciente.";"Fogata/fuego FX; Luna/luz plateada; Sol/luz cálida; Viento FX; Uky; Plano astral FX";"Previsualizar en storyboard/animatic; ajustar duración según acting y montaje."
69;INT. PLANO ASTRAL;DÍA;Instalar la tradición oral, el humor de Uky y la profecía que tensiona todo el relato.;Ritmo contenido: planos más largos, pausas, respiración y foco en mirada/reacción.;69.04;Plano narrativo;Usar cámara flotante y cortes suaves para diferenciar mundo interior de acción física.;Usar cámara flotante y cortes suaves para diferenciar mundo interior de acción física.;Cámara funcional al eje dramático;"Fuego presente como pulso: crepita, sube o se apaga según tensión. Viento como voz espiritual y guía; usarlo para transiciones. Diseño sonoro lunar: drones, agua, notas cristalinas y presión grave. Diseño solar: resonancias cálidas, bronce/percusión baja, brillo creciente.";"Fogata/fuego FX; Luna/luz plateada; Sol/luz cálida; Viento FX; Mar/agua FX; Plano astral FX";"Previsualizar en storyboard/animatic; ajustar duración según acting y montaje."
70;EXT. ISLA DE TIERRA DEL FUEGO;DÍA;Avanzar la relación entre personajes y preparar la siguiente variación emocional del viaje.;Ritmo alto: cortes breves, cámara móvil, respiración y percusión marcadas.;70.01;PG / Plano general;Plano general de ubicación para orientar geografía y clima emocional.;Plano general de ubicación para orientar geografía y clima emocional.;Cámara funcional al eje dramático;Diseño solar: resonancias cálidas, bronce/percusión baja, brillo creciente.;"Fogata/fuego FX; Sol/luz cálida";"Previsualizar en storyboard/animatic; ajustar duración según acting y montaje."
70;EXT. ISLA DE TIERRA DEL FUEGO;DÍA;Avanzar la relación entre personajes y preparar la siguiente variación emocional del viaje.;Ritmo alto: cortes breves, cámara móvil, respiración y percusión marcadas.;70.02;Plano narrativo;Planos medios alternados de diálogo/acción, cuidando eje entre Uky, Lola y acompañantes.;Planos medios alternados de diálogo/acción, cuidando eje entre Uky, Lola y acompañantes.;Cámara funcional al eje dramático;Diseño solar: resonancias cálidas, bronce/percusión baja, brillo creciente.;"Fogata/fuego FX; Sol/luz cálida; Lola; Uky";"Previsualizar en storyboard/animatic; ajustar duración según acting y montaje."
70;EXT. ISLA DE TIERRA DEL FUEGO;DÍA;Avanzar la relación entre personajes y preparar la siguiente variación emocional del viaje.;Ritmo alto: cortes breves, cámara móvil, respiración y percusión marcadas.;70.03;Plano narrativo;Planos detalle de objetos rituales, pinturas, fuego, huellas o animales como signos dramáticos.;Planos detalle de objetos rituales, pinturas, fuego, huellas o animales como signos dramáticos.;Cámara funcional al eje dramático;Diseño solar: resonancias cálidas, bronce/percusión baja, brillo creciente.;"Fogata/fuego FX; Sol/luz cálida; Pinturas tari";"Previsualizar en storyboard/animatic; ajustar duración según acting y montaje."
70;EXT. ISLA DE TIERRA DEL FUEGO;DÍA;Avanzar la relación entre personajes y preparar la siguiente variación emocional del viaje.;Ritmo alto: cortes breves, cámara móvil, respiración y percusión marcadas.;70.04;Plano narrativo;Cerrar en reacción emocional o elemento natural que anticipe la escena siguiente.;Cerrar en reacción emocional o elemento natural que anticipe la escena siguiente.;Cámara funcional al eje dramático;Diseño solar: resonancias cálidas, bronce/percusión baja, brillo creciente.;"Fogata/fuego FX; Sol/luz cálida";"Previsualizar en storyboard/animatic; ajustar duración según acting y montaje."
71;EXT. COSTAS DEL KARUKINKA;DÍA;Introducir la amenaza colonial desde la caricatura grotesca hacia la violencia real.;Ritmo medio: alternar establecimiento, acción y reacción para sostener claridad narrativa.;71.01;Plano narrativo;Plano de presentación grotesca: composición simétrica de estancia/oficina como territorio de control.;composición simétrica de estancia/oficina como territorio de control.;Cámara funcional al eje dramático;Ambiente natural patagónico: viento, aves, pasos, respiración y silencios expresivos.;"Viento FX; Estancia Despedida";"Previsualizar en storyboard/animatic; ajustar duración según acting y montaje."
71;EXT. COSTAS DEL KARUKINKA;DÍA;Introducir la amenaza colonial desde la caricatura grotesca hacia la violencia real.;Ritmo medio: alternar establecimiento, acción y reacción para sostener claridad narrativa.;71.02;PP / Primer plano;PP de comida, grasa, armas y trofeos para asociar apetito con violencia.;PP de comida, grasa, armas y trofeos para asociar apetito con violencia.;Cámara funcional al eje dramático;Ambiente natural patagónico: viento, aves, pasos, respiración y silencios expresivos.;"Viento FX; Rifles/armas";"Previsualizar en storyboard/animatic; ajustar duración según acting y montaje."
71;EXT. COSTAS DEL KARUKINKA;DÍA;Introducir la amenaza colonial desde la caricatura grotesca hacia la violencia real.;Ritmo medio: alternar establecimiento, acción y reacción para sostener claridad narrativa.;71.03;Contrapicado;"Contrapicado leve de Maclennan cuando amenaza; Peduzzi en plano más bajo y nervioso.";"Contrapicado leve de Maclennan cuando amenaza; Peduzzi en plano más bajo y nervioso.";Contrapicado, Picado;Ambiente natural patagónico: viento, aves, pasos, respiración y silencios expresivos.;"Viento FX; Peduzzi; Maclennan";"Previsualizar en storyboard/animatic; ajustar duración según acting y montaje."
71;EXT. COSTAS DEL KARUKINKA;DÍA;Introducir la amenaza colonial desde la caricatura grotesca hacia la violencia real.;Ritmo medio: alternar establecimiento, acción y reacción para sostener claridad narrativa.;71.04;Insert;Insert de ovejas pintadas como remate cómico antes de subir la amenaza.;Insert de ovejas pintadas como remate cómico antes de subir la amenaza.;Cámara funcional al eje dramático;Ambiente natural patagónico: viento, aves, pasos, respiración y silencios expresivos.;"Viento FX; Ovejas";"Previsualizar en storyboard/animatic; ajustar duración según acting y montaje."
71;EXT. COSTAS DEL KARUKINKA;DÍA;Introducir la amenaza colonial desde la caricatura grotesca hacia la violencia real.;Ritmo medio: alternar establecimiento, acción y reacción para sostener claridad narrativa.;71.05;Plano narrativo;Corte brusco a chimenea/humo como presagio oscuro.;Corte brusco a chimenea/humo como presagio oscuro.;Cámara funcional al eje dramático;Ambiente natural patagónico: viento, aves, pasos, respiración y silencios expresivos.;"Humo/ceniza; Viento FX";"Previsualizar en storyboard/animatic; ajustar duración según acting y montaje."
72;EXT. HARUWEN DEL OESTE;DÍA;Avanzar la relación entre personajes y preparar la siguiente variación emocional del viaje.;Ritmo contenido: planos más largos, pausas, respiración y foco en mirada/reacción.;72.01;PG / Plano general;Plano general de ubicación para orientar geografía y clima emocional.;Plano general de ubicación para orientar geografía y clima emocional.;Cámara funcional al eje dramático;Diseño sonoro lunar: drones, agua, notas cristalinas y presión grave. Diseño solar: resonancias cálidas, bronce/percusión baja, brillo creciente.;"Luna/luz plateada; Sol/luz cálida; Haruwen/chozas";"Previsualizar en storyboard/animatic; ajustar duración según acting y montaje."
72;EXT. HARUWEN DEL OESTE;DÍA;Avanzar la relación entre personajes y preparar la siguiente variación emocional del viaje.;Ritmo contenido: planos más largos, pausas, respiración y foco en mirada/reacción.;72.02;Plano narrativo;Planos medios alternados de diálogo/acción, cuidando eje entre Uky, Lola y acompañantes.;Planos medios alternados de diálogo/acción, cuidando eje entre Uky, Lola y acompañantes.;Cámara funcional al eje dramático;Diseño sonoro lunar: drones, agua, notas cristalinas y presión grave. Diseño solar: resonancias cálidas, bronce/percusión baja, brillo creciente.;"Luna/luz plateada; Sol/luz cálida; Lola; Uky; Haruwen/chozas";"Previsualizar en storyboard/animatic; ajustar duración según acting y montaje."
72;EXT. HARUWEN DEL OESTE;DÍA;Avanzar la relación entre personajes y preparar la siguiente variación emocional del viaje.;Ritmo contenido: planos más largos, pausas, respiración y foco en mirada/reacción.;72.03;Plano narrativo;Planos detalle de objetos rituales, pinturas, fuego, huellas o animales como signos dramáticos.;Planos detalle de objetos rituales, pinturas, fuego, huellas o animales como signos dramáticos.;Cámara funcional al eje dramático;Diseño sonoro lunar: drones, agua, notas cristalinas y presión grave. Diseño solar: resonancias cálidas, bronce/percusión baja, brillo creciente.;"Fogata/fuego FX; Luna/luz plateada; Sol/luz cálida; Pinturas tari; Haruwen/chozas";"Previsualizar en storyboard/animatic; ajustar duración según acting y montaje."
72;EXT. HARUWEN DEL OESTE;DÍA;Avanzar la relación entre personajes y preparar la siguiente variación emocional del viaje.;Ritmo contenido: planos más largos, pausas, respiración y foco en mirada/reacción.;72.04;Plano narrativo;Cerrar en reacción emocional o elemento natural que anticipe la escena siguiente.;Cerrar en reacción emocional o elemento natural que anticipe la escena siguiente.;Cámara funcional al eje dramático;Diseño sonoro lunar: drones, agua, notas cristalinas y presión grave. Diseño solar: resonancias cálidas, bronce/percusión baja, brillo creciente.;"Luna/luz plateada; Sol/luz cálida; Haruwen/chozas";"Previsualizar en storyboard/animatic; ajustar duración según acting y montaje."
73;EXT. COSTAS DEL KARUKINKA;DÍA;Activar la tentación de poder de Lola: dolor transformado en deseo de venganza.;Ritmo musical/montaje: alternar planos amplios con inserts expresivos y acciones encadenadas.;73.01;PG / Plano general;"PG mágico del lago plateado; reflejo de Luna como eje vertical.";"PG mágico del lago plateado; reflejo de Luna como eje vertical.";Cámara funcional al eje dramático;"Viento como voz espiritual y guía; usarlo para transiciones. Música diegética integrada a acción; percusión orgánica y respiración. Diseño sonoro lunar: drones, agua, notas cristalinas y presión grave. Diseño solar: resonancias cálidas, bronce/percusión baja, brillo creciente.";"Luna/luz plateada; Sol/luz cálida; Viento FX; Lago/agua FX";"Previsualizar en storyboard/animatic; ajustar duración según acting y montaje."
73;EXT. COSTAS DEL KARUKINKA;DÍA;Activar la tentación de poder de Lola: dolor transformado en deseo de venganza.;Ritmo musical/montaje: alternar planos amplios con inserts expresivos y acciones encadenadas.;73.02;Plano narrativo;"Plano secuencia musical rodeando a Lola; Tanú siempre detrás, casi fuera de campo.";"Plano secuencia musical rodeando a Lola; Tanú siempre detrás, casi fuera de campo.";Cámara funcional al eje dramático;"Viento como voz espiritual y guía; usarlo para transiciones. Música diegética integrada a acción; percusión orgánica y respiración. Diseño sonoro lunar: drones, agua, notas cristalinas y presión grave. Diseño solar: resonancias cálidas, bronce/percusión baja, brillo creciente.";"Luna/luz plateada; Sol/luz cálida; Viento FX; Lola; Tanú";"Previsualizar en storyboard/animatic; ajustar duración según acting y montaje."
73;EXT. COSTAS DEL KARUKINKA;DÍA;Activar la tentación de poder de Lola: dolor transformado en deseo de venganza.;Ritmo musical/montaje: alternar planos amplios con inserts expresivos y acciones encadenadas.;73.03;Plano narrativo;Detalles de pinturas brillando, gotas flotando y piedras suspendidas.;Detalles de pinturas brillando, gotas flotando y piedras suspendidas.;Cámara funcional al eje dramático;"Viento como voz espiritual y guía; usarlo para transiciones. Música diegética integrada a acción; percusión orgánica y respiración. Diseño sonoro lunar: drones, agua, notas cristalinas y presión grave. Diseño solar: resonancias cálidas, bronce/percusión baja, brillo creciente.";"Luna/luz plateada; Sol/luz cálida; Viento FX; Pinturas tari";"Previsualizar en storyboard/animatic; ajustar duración según acting y montaje."
73;EXT. COSTAS DEL KARUKINKA;DÍA;Activar la tentación de poder de Lola: dolor transformado en deseo de venganza.;Ritmo musical/montaje: alternar planos amplios con inserts expresivos y acciones encadenadas.;73.04;Contrapicado;"Contrapicado de Lola elevándose bajo rayo lunar; belleza que se vuelve sofocante.";"Contrapicado de Lola elevándose bajo rayo lunar; belleza que se vuelve sofocante.";Contrapicado, Picado;"Viento como voz espiritual y guía; usarlo para transiciones. Música diegética integrada a acción; percusión orgánica y respiración. Diseño sonoro lunar: drones, agua, notas cristalinas y presión grave. Diseño solar: resonancias cálidas, bronce/percusión baja, brillo creciente.";"Luna/luz plateada; Sol/luz cálida; Viento FX; Lola";"Previsualizar en storyboard/animatic; ajustar duración según acting y montaje."
